tag,pz,sweep,H,sigma,C,Cz,N,neutral,rms_worst_large,f01_worst_large,rms_worst_small,err_total_kT,err_per_atom_kT,verdict_sampling,dEref_Cl_large,dEref_Cl_small,dEref_Na_bulk_large,dEref_Na_bulk_small,dEref_Na_wall_large,dEref_Na_wall_small,dEref_dipole_large,dEref_dipole_small,dacc_Cl_large,dacc_Cl_small,dacc_Na_bulk_large,dacc_Na_bulk_small,dacc_Na_wall_large,dacc_Na_wall_small,dacc_dipole_large,dacc_dipole_small,err_real_kT,err_recip_kT,err_slab_kT,f01_Cl_large,f01_Cl_small,f01_Na_bulk_large,f01_Na_bulk_small,f01_Na_wall_large,f01_Na_wall_small,f01_dipole_large,f01_dipole_small,fd_err_as_coded,fd_err_if_flipped,max_Cl_large,max_Cl_small,max_Na_bulk_large,max_Na_bulk_small,max_Na_wall_large,max_Na_wall_small,max_dipole_large,max_dipole_small,n_frames_used,prod_total_kT,ref_n_k,ref_recip_kT,ref_selfcheck_max_kT,ref_slab_kT,ref_total_no_self_kT,ref_z_scale,rms_Cl_large,rms_Cl_small,rms_Na_bulk_large,rms_Na_bulk_small,rms_Na_wall_large,rms_Na_wall_small,rms_dipole_large,rms_dipole_small,rmsnoslab_Cl_large,rmsnoslab_Cl_small,rmsnoslab_Na_bulk_large,rmsnoslab_Na_bulk_small,rmsnoslab_Na_wall_large,rmsnoslab_Na_wall_small,rmsnoslab_dipole_large,rmsnoslab_dipole_small,run,slabdelta_Cl_large,slabdelta_Cl_small,slabdelta_Na_bulk_large,slabdelta_Na_bulk_small,slabdelta_Na_wall_large,slabdelta_Na_wall_small,slabdelta_dipole_large,slabdelta_dipole_small,wall_err_frac,wall_err_frac_fixed,wall_ideal,wall_log_equals_recompute,wall_logged,wall_prod,wall_prod_real_sign_flipped,wall_ref,wall_sigma_eff_e_per_nm2
results_prod_neutral__pz_17__sigma__ions_dipole_sigma_pz_17_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125433,17.0,sigma,3.0,-5.0,0.01,0.1,714,True,0.13626344103694318,0.14521926882935035,0.02071052772238454,229.3984011592589,0.3212862761334158,godится s ogovorkami,0.6551943846158955,0.08500773965039128,0.6290643771224974,0.08965492688711137,0.7440085588269386,0.09856932182917234,0.38847242193457804,0.06169135742036878,0.03647169925921536,0.007738759919368902,0.03738096280276684,0.006439416869900732,0.049400775311031014,0.007902378374854606,0.028188056938000524,0.006691225891934411,91.84658997162573,137.49564545682546,0.05616573080775516,0.12121212121212122,0.0,0.1168324090010837,0.0,0.14521926882935035,0.0,0.04493343558885415,0.0,0.6102892860373571,4.10085561234018e-08,0.30639478682805527,0.055846463974251116,0.33513672295342406,0.05873066821872925,0.3858707222938836,0.07004800332774773,0.2248296412304486,0.07002341895421536,3,118.95610487502078,28485,47.28873257553918,1.3362061869870847e-08,0.013215466072412979,-110.44229628423813,21.0,0.11714380164966336,0.019548051307109238,0.13133555899757896,0.018970408180046933,0.13626344103694318,0.02071052772238454,0.08338635710159104,0.018357943782304393,0.11704244006353426,0.019576633285552578,0.13118574889096943,0.01895398478654854,0.1361587617602424,0.020713033197291977,0.08331225871784814,0.018361410786459614,results_prod_neutral/pz_17/sigma/ions_dipole_sigma_pz_17_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125433,0.0012570481278837903,0.00015207593784166012,0.0014206917768912293,0.00014794735563415217,0.0012823867587310651,0.00013875646863183172,0.0007245954550679246,9.399897190033779e-05,-0.2893379957438677,0.0036855161209744637,1.0241159131663016,True,0.7318794666666667,0.7318794024129412,1.033651372030285,1.0298558217967735,0.3025
results_prod_neutral__pz_17__sigma__ions_dipole_sigma_pz_17_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163305,17.0,sigma,3.0,0.0,0.01,0.1,230,True,0.05448330486100226,0.013759489302967562,0.007315808607822209,66.63902267215774,0.2897348811832945,godится s ogovorkami,0.11154910558552339,0.015012779328669033,0.14366061040801067,0.02270637746078256,0.1548046727617242,0.018992357675446627,0.09055591429495703,0.014875890249091007,0.014453452347668002,0.002642823579170331,0.01753968399967026,0.002497866219812838,0.013954746191204436,0.001980420686341912,0.013461079885343133,0.0023576093168312055,58.29743658331969,8.32453869393582,0.01704739490223672,0.0,0.0,0.013759489302967562,0.0,0.0,0.0,0.0,0.0,0.6855330862320064,5.3576205186289205e-08,0.10761258392186657,0.024178020864354378,0.1333692992160581,0.022996591972130314,0.10369246165391048,0.01644755175128171,0.08944284976044882,0.02464293598721773,3,-47.7581081778452,28485,1.789353894939273,3.0169311712542725e-09,0.0040111517417027575,-114.39713085000294,21.0,0.040176920179426305,0.007315808607822209,0.05448330486100226,0.00646123447718585,0.04141996725164857,0.0054378023336654575,0.031887978301936744,0.006363055661741099,0.03991605248859876,0.00729835204905858,0.05442868681327586,0.006462421125516939,0.041466312534105945,0.005382893149708575,0.0318949210263959,0.00635665662343296,results_prod_neutral/pz_17/sigma/ions_dipole_sigma_pz_17_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163305,0.0007645246610076881,8.931060945212136e-05,0.0008424846061755212,8.391669752587513e-05,0.0006999053284082655,8.370067435136449e-05,0.0004234037183228582,5.4201408266378764e-05,,,0.0,True,0.0,0.0,0.0,0.0,0.0
results_prod__pz_27p6__Cz__ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0.7_20251124_154916,27.6,Cz,3.0,-20.0,0.01,0.7,2497,False,0.5873207289280903,0.6165817770232032,0.08451353519068956,-44230.41436845309,-17.713421853605567,pereschityvat,0.2999772981412769,0.0651647057062715,0.35350332729847994,0.06738686245697113,0.35610985535512324,0.07545719381873321,0.37617319441698777,0.07545855493790601,0.16832108400266063,0.028826351223103248,0.20131388143099582,0.03762545828951903,0.1679637812560244,0.033322684096330775,0.1820361450503373,0.03417406843870565,-1089.1127265651387,-41583.33793248937,-1557.9637093985973,0.5826392961876833,0.04549992868349736,0.6165817770232032,0.1108555410893279,0.5891203703703703,0.0756436677671931,0.5943923463105049,0.0912791579458246,0.9593552175526106,5.29461042385421e-08,0.9989154706943423,0.17911972291550918,1.2263647918103346,0.18391444748307964,0.9748900652270552,0.17621898173447573,1.3469255164678,0.2599790285820884,3,1827.1987787881596,28485,45425.21811922162,27775.887108995877,-366.5796963290816,46057.61314724126,21.0,0.4405265772439324,0.07608998975377018,0.5593974660331003,0.08222090818440547,0.5094909900481269,0.08054834827264011,0.5873207289280903,0.08451353519068956,0.3708086167712515,0.0638341413341527,0.45420287033823464,0.06578954499818714,0.4294052699176371,0.06520370424916742,0.4894144974821745,0.07040683380531439,results_prod/pz_27p6/Cz/ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0.7_20251124_154916,0.07361377261716257,0.013263807101587236,0.10875449665168814,0.017184236918423707,0.08727389851896789,0.01649546242575395,0.10115972407148736,0.015965040977632336,0.046349366152147846,-0.005434395207244339,16.385854610660825,False,-17.084846666666667,-17.084845423275798,-16.239317546182047,-16.328050626248977,1.21
results_prod_neutral__pz_27p6__Cz__ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0_20260217_030915,27.6,Cz,3.0,-20.0,0.01,0.0,1950,True,0.1541365930786698,0.112987987987988,0.0258687337471095,801.1832334469524,0.41086319663946275,godится s ogovorkami,0.7118207800758526,0.09453674584380804,1.9643918945983616,0.27030946489591945,2.5152239497527895,0.3611917606061948,,,0.03933032861618079,0.009266549993667718,0.026485687442469055,0.008346220233865555,0.026622192390372362,0.00783836182501071,,,-235.68602595738534,1036.8069480480879,0.06231135624993484,0.112987987987988,0.0,0.0844017094017094,0.0,0.06431431431431432,0.0,,,0.4279243942260785,3.5890418151254435e-08,0.31919342647317483,0.06625693715524034,0.43558138234308874,0.06552528200908593,0.3839382173695396,0.07919988433042176,,,3,1342.1938430792195,28485,451.6074127035595,1.077747116174127e-08,0.014661495588219962,541.0106096322669,21.0,0.11140576296128324,0.0258687337471095,0.147003899674392,0.02358418475654518,0.1541365930786698,0.025057025571312497,,,0.11150067052397529,0.025847862480697037,0.1468291265705614,0.023536163898743096,0.15416358172409886,0.02510203240277312,,,results_prod_neutral/pz_27p6/Cz/ions_dipole_Cz_pz_27p6_H_3_sigma_-20_C_0.01_Cz_0_20260217_030915,0.0008571135389676401,0.00011512508365081892,0.0012475456038190458,0.00012147595343299435,0.0011784866785607322,0.0001156783430991221,,,-0.4418742827680854,7.003942964715186e-06,16.385854610660825,True,9.263298333333333,9.263298556234767,16.59727038164839,16.597154136127443,1.21
results_prod_neutral__pz_27p6__H__ions_dipole_H_pz_27p6_H_5_sigma_-20_C_0.01_Cz_0.1_20260216_125816,27.6,H,5.0,-20.0,0.01,0.1,2320,True,0.24019840327704145,0.14484126984126983,0.04924568716477417,712.7063672252908,0.30720102035572877,godится s ogovorkami,0.6598850239067731,0.07298236871383193,1.8887055210568604,0.2807906165538552,2.6591312484957124,0.35533858184259026,0.7600326235711705,0.13480227649510043,0.03796735128564218,0.011035906344652869,0.03516991647997278,0.012789424901348241,0.021812289982005184,0.01603606040703135,0.04034803089443336,0.011406472786056035,-37.54041275036406,750.2353295441186,0.011450431536397994,0.12987012987012989,0.0,0.1014869549352308,0.0,0.01878306878306878,0.0,0.14484126984126983,0.0,0.7617287037012614,0.11130844728723294,0.45027346869815305,0.09854882425092933,0.4868339444696139,0.12171299250104095,0.5092819858322958,0.1281699520305766,0.39072670757234623,0.11293421551865122,3,1338.5604448640877,29398,752.7925489346284,9.579535920429564e-09,0.005089080682843553,625.8540776387969,13.0,0.14878132784281375,0.029799731677316508,0.20405661213231396,0.04141253683058784,0.24019840327704145,0.04924568716477417,0.15406285614138743,0.03524002762084382,0.14868134404927966,0.029759433397136176,0.2038174022268281,0.04136992493841022,0.24040908487691215,0.04931332155228846,0.1540058715279218,0.03523711211690078,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_5_sigma_-20_C_0.01_Cz_0.1_20260216_125816,0.0008346198341667432,9.381451548402419e-05,0.0009440269484480961,8.468769128192436e-05,0.0009065652650357336,8.441794871262067e-05,0.0007880728250224995,8.783577605955783e-05,-0.4795097744658361,-0.06530370635665347,16.385854610660825,True,8.599117,8.599117536241062,15.442294389830876,16.521189283460682,1.21
results_prod_neutral__pz_27p6__H__ions_dipole_H_pz_27p6_H_7_sigma_-20_C_0.01_Cz_0.1_20260216_125816,27.6,H,7.0,-20.0,0.01,0.1,2472,True,0.45398548675126366,0.251786396116293,0.08439301437352305,533.7238937657388,0.21590772401526648,pereschityvat,0.45976461417498754,0.05934981637508491,1.7095629927267753,0.28351614531172015,2.922078003253714,0.36640857246437514,0.603873026130938,0.09816975271939722,0.0603063311849385,0.011303431471991731,0.046763520901277424,0.018128100427590593,0.034275629018761036,0.028886072118249607,0.05662418385465482,0.014295575238751383,-25.73325098903129,559.434489547457,0.022655207312978237,0.251786396116293,0.0,0.1490207717632002,0.007805819101834283,0.08230238179188831,0.028946539568135993,0.23552706098899154,0.007143100109577991,0.3871528567368961,3.230361883246695e-08,0.4946438920190504,0.11101070739390939,0.9465489890734391,0.21493041111803682,0.9871150830008978,0.22791294594351394,0.6421659805267802,0.13926604009481122,3,1283.039142598672,30324,882.3344476632229,1.1135273330109152e-08,0.01626527704521515,749.3152488329333,9.571428571428571,0.19137925028607747,0.031133369647950455,0.34074723400684476,0.06637449632291632,0.45398548675126366,0.08439301437352305,0.2106552752149831,0.04413336028475733,0.19148601962877387,0.031140714097363003,0.34120519042706676,0.06645396938345367,0.45295056344705215,0.08428089328236932,0.2103282502401632,0.0441183519148527,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_7_sigma_-20_C_0.01_Cz_0.1_20260216_125816,0.0012427640077860786,0.00014405156347191983,0.0012106248641827744,0.00013904280590232412,0.0016319613230574112,0.0001318981985630499,0.0012367276981419203,0.0001413763007911922,-0.5409818435020992,-0.15583020688863125,16.385854610660825,True,7.572382666666667,7.572382973011358,13.926196332750692,16.49691382751651,1.21
results_prod_neutral__pz_27p6__H__ions_dipole_H_pz_27p6_H_9_sigma_-20_C_0.01_Cz_0.1_20260216_125816,27.6,H,9.0,-20.0,0.01,0.1,2626,True,0.6988109140945659,0.37566600963730146,0.11739895064254595,367.67735828041464,0.14001422630632698,pereschityvat,0.3754679251491633,0.04637098282197602,1.695036507132416,0.2805105785672078,2.964603938751192,0.3768022784205269,0.48959246971919623,0.08149854833803749,0.09133787432207689,0.012766979344275292,0.06323691091354022,0.02627766828853742,0.047761119553796916,0.03992230832197208,0.07304387479681472,0.014390738810711338,-29.54813324849169,397.19207180686067,0.03341972204571756,0.37566600963730146,0.0023980815347721825,0.2445809865164704,0.05774538599341749,0.15538496754467715,0.15725401073304732,0.29901171180240943,0.0143040688369088,0.43422074842980685,3.30337600496067e-08,0.7080695100159745,0.12684177809250982,1.3501225887492903,0.24369800189544477,1.4482263511001052,0.2743214631716802,0.8210912770983015,0.16900413983031137,3,1184.7936317958408,31182,948.9232654723195,1.5748893236417252e-08,0.036457878595328244,817.1162735154262,7.666666666666667,0.2498583966417012,0.033979092637116785,0.43581254239583583,0.08534425145962511,0.6988109140945659,0.11739895064254595,0.2630816275543523,0.04770175564029381,0.2497276456306334,0.03398636131722923,0.4350447564605849,0.08519506949295756,0.7007005286983091,0.11760158442737578,0.26307782026554705,0.04768583645075943,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_9_sigma_-20_C_0.01_Cz_0.1_20260216_125816,0.0020861658244538182,0.00023954696440152062,0.0020804028273477475,0.00022127257562221453,0.0024496594950844,0.0002167323996438421,0.0019185565737318607,0.0002357325448712199,-0.6078540163715676,-0.23641812664275746,16.385854610660825,True,6.480221,6.480221077154783,12.618207393273863,16.525022179737395,1.21
results_prod_neutral__pz_27p6__H__ions_dipole_H_pz_27p6_H_11_sigma_-20_C_0.01_Cz_0.1_20260216_125816,27.6,H,11.0,-20.0,0.01,0.1,2780,True,0.833942909476462,0.3528884672148429,0.13891394495837076,205.29503029556818,0.07384713319984466,pereschityvat,0.2723965317485815,0.038584331355209514,1.7974492151064236,0.28182403572199516,2.8222492223288462,0.37292528215394743,0.5200161665620263,0.07529129680439998,0.08557433591539147,0.0127514361052576,0.08263512112810419,0.029345542449321475,0.07035178275943242,0.04969744542359828,0.09007119223323218,0.017727270586624332,-42.096624815482585,247.36671872056885,0.02493639048194467,0.3498090153343572,0.0,0.3528884672148429,0.10659428894543399,0.26655982905982906,0.25238050684564994,0.32875000000000004,0.02124592062782356,0.5148633022003883,3.9853597333656947e-08,0.8672523243271808,0.12114185513026136,1.862710653136615,0.3537019367808545,1.5980765747741958,0.30013966300524314,0.9774602531568034,0.17358034010492687,3,1059.057887548187,32123,972.4585174515028,1.1514549134639662e-08,0.04063708078539131,853.7628572526188,6.454545454545454,0.25059747337227034,0.03352053168669339,0.6176714365101182,0.10603471925722756,0.833942909476462,0.13891394495837076,0.3013956416239176,0.05291873257454064,0.2501214870639558,0.0335009754262787,0.6179805541331733,0.10610543463163964,0.8325789317254925,0.1387957704669822,0.301444509641262,0.05291566283404322,results_prod_neutral/pz_27p6/H/ions_dipole_H_pz_27p6_H_11_sigma_-20_C_0.01_Cz_0.1_20260216_125816,0.0021558142168033915,0.00024066400124803878,0.0023344897349439698,0.0002267128164743872,0.0026925135923109057,0.00022416140394858862,0.001887196531920477,0.0002331239714779238,-0.6661866176518766,-0.31312584354298856,16.385854610660825,True,5.501621333333333,5.501621576638013,11.320461909037576,16.48112948000552,1.21
results_prod_neutral__pz_27p6__sigma__ions_dipole_sigma_pz_27p6_H_3_sigma_-15_C_0.01_Cz_0.1_20260216_125825,27.6,sigma,3.0,-15.0,0.01,0.1,1674,True,0.16489593499056457,0.11855636123928807,0.03486578237935983,641.3550782198803,0.3831272868697015,godится s ogovorkami,0.8753756166366656,0.1095070102396773,1.4517534669168348,0.22205743151092042,1.7361420297629786,0.26084284163877874,1.0400449640670033,0.1807294170268798,0.039421085736356165,0.007818405181920453,0.03086427854865889,0.008304275032761424,0.027205333071999516,0.008912997656239676,0.03602213093883345,0.011597208996318381,22.114491848448683,619.1602173802074,0.08036899122420108,0.10993828425679214,0.0025252525252525255,0.11855636123928807,0.0,0.03333333333333333,0.0,0.09947089947089947,0.0028011204481792717,0.8454467851393103,5.43570391785384e-08,0.3230206395613245,0.08632656293931408,0.424358542279825,0.07507025125529321,0.24012506824161703,0.05878927840921148,0.36629800747420566,0.1000960088198291,3,763.5348984168473,28485,257.21818548662117,1.3430497614179734e-08,0.018910350876282605,122.1798201969671,21.0,0.13468954850904608,0.022106089720482048,0.16489593499056457,0.02374857121051253,0.12625502362136787,0.023186998490719157,0.15767471113696893,0.03486578237935983,0.13443655067557056,0.02208480843501195,0.16481973202504613,0.02371195018453666,0.12616375665370638,0.02319708871414405,0.1574509813188674,0.03485705916922666,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-15_C_0.01_Cz_0.1_20260216_125825,0.001483129534247231,0.00020861140796982054,0.0017253033781562364,0.0001947888840866923,0.001971626151806721,0.0001863664420087464,0.0015013773130144095,0.00020660447629927228,-0.4428947898232089,0.0013346797071605357,9.115757797947243,True,5.176679333333333,5.1766793056904445,9.304505540103051,9.292103558047291,0.9025
results_prod_neutral__pz_27p6__sigma__ions_dipole_sigma_pz_27p6_H_3_sigma_-10_C_0.01_Cz_0.1_20260216_125816,27.6,sigma,3.0,-10.0,0.01,0.1,1254,True,0.1472103182075223,0.11666666666666665,0.03144472148695252,455.485759212991,0.3632262832639481,godится s ogovorkami,0.9155465955100183,0.09830552314987877,1.1391337250547873,0.15691608261143586,1.270933837987172,0.18609402533897135,0.9000502895144958,0.14025442505132887,0.04221611093805109,0.0072204929941051136,0.03279709298269951,0.009010219472496863,0.033286732639569584,0.008070652074009208,0.03806679972091854,0.01140544253362683,87.07945692484843,368.3801030236496,0.026199264492927383,0.11666666666666665,0.0,0.10439764665902045,0.0,0.0611191743267215,0.0,0.10753968253968253,0.0,0.430686488153943,3.660004245453581e-08,0.3507507655374182,0.07066475789226019,0.3881234030150209,0.0865137244588831,0.316923601396583,0.07085717822572854,0.3141597289944993,0.09513826965111193,3,448.55720117348295,28485,143.2950269964749,4.787657303668883e-09,0.006164532821865266,-6.928558039508064,21.0,0.13157078257881624,0.021253887516157713,0.1472103182075223,0.024693348814863143,0.14023112192929835,0.02202096749476112,0.1301420325453693,0.03144472148695252,0.1316038325679817,0.021269386634880347,0.14718692244008744,0.02469079119157692,0.14028230627836016,0.022019602275265494,0.1302402336754995,0.03143756118779937,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-10_C_0.01_Cz_0.1_20260216_125816,0.0009395868448230355,0.00011548490738431553,0.0009760273820031501,0.00010747925677049223,0.0010273153539946981,0.00010593604333423691,0.000989342283879208,0.0001106616371517296,-0.40259017040770884,0.004022077920031845,4.584144558791527,True,2.7967673333333334,2.796767478990233,4.70031820137828,4.681488888287823,0.64
results_prod_neutral__pz_27p6__sigma__ions_dipole_sigma_pz_27p6_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125815,27.6,sigma,3.0,-5.0,0.01,0.1,714,True,0.15350370606833605,0.18831383670093346,0.03146720274545447,222.1597362901587,0.31114809004223903,godится s ogovorkami,0.6274915282604908,0.08064848089160141,0.6171560886638193,0.08879406801428913,0.7366671680470714,0.1080580618093251,0.6376010640714831,0.1155612931327407,0.03925624984051809,0.008686818312786655,0.037932999419708076,0.00664843788300061,0.055056841067411204,0.008047488159893186,0.03751609230242303,0.011235387452670567,79.57952408836172,142.50466784566905,0.07554435612790623,0.1475925925925926,0.0,0.12928913192071087,0.0,0.18831383670093346,0.0,0.11525945109000972,0.0026041666666666665,0.5849631760265698,4.1054795517995995e-08,0.40581229115262624,0.07422984223165478,0.5091932200499908,0.06784760754065898,0.39209300837488564,0.07314930753838324,0.3465515840831672,0.10440133565027084,3,165.76027075775244,28485,47.77297380482002,1.708014396890527e-08,0.017775142618330884,-56.399465532406246,21.0,0.1327783014799622,0.022559833542004432,0.15011394215700777,0.021280806973307035,0.15350370606833605,0.022839931046710893,0.12979664459899942,0.03146720274545447,0.1327203100002968,0.022567122956219172,0.1500231022189795,0.02126607796554908,0.15323482719749604,0.022838637252917054,0.1295595939365828,0.03146269890636144,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_-5_C_0.01_Cz_0.1_20260216_125815,0.0015093509131768861,0.0001725056698430035,0.0014722746004292816,0.00015998681683482855,0.0014883756802195845,0.0001583339329076483,0.0013036811619155794,0.00018382333484094745,-0.34201925245652937,-0.0004672941683527327,1.0241159131663016,True,0.7010298,0.7010296946891822,1.0649279788459445,1.0654258461306536,0.3025
results_prod_neutral__pz_27p6__sigma__ions_dipole_sigma_pz_27p6_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163324,27.6,sigma,3.0,0.0,0.01,0.1,230,True,0.06956398623358061,0.0872093023255814,0.01390160655129057,59.92946176015345,0.26056287721805843,godится s ogovorkami,0.163484875004244,0.024798835716056972,0.18220189507720352,0.021757083311659136,0.1909238395992977,0.01919176622288835,0.18636429398518053,0.028851824409403277,0.024075240542025853,0.00314156287122112,0.022001251951125355,0.0035470620588011633,0.029806307894282028,0.004125669029240779,0.02853885184850258,0.005214094563804787,45.95076009341572,13.970608226944089,0.008093439793638609,0.01634768740031898,0.0,0.03435657581133631,0.0,0.0872093023255814,0.0,0.0483593043204465,0.0,0.3189564239739967,3.874639699206207e-08,0.19193162089399,0.029509122466825095,0.16934717146193556,0.023579970392596242,0.171418624612478,0.02503794207036909,0.1862415008304975,0.053231516379247966,3,1.4646872827215915,28485,2.6924766954308583,8.625335626331272e-09,0.00190433877497379,-58.46477447743186,21.0,0.06606314493881943,0.008714513528996678,0.06339046323621984,0.008567752871398363,0.06956398623358061,0.008843709706668534,0.0690742306728267,0.01390160655129057,0.0659627438724858,0.008719952940892535,0.06332336481926125,0.008576305337653854,0.069488581410755,0.008829231552241612,0.06901330852234012,0.01390042252710881,results_prod_neutral/pz_27p6/sigma/ions_dipole_sigma_pz_27p6_H_3_sigma_0_C_0.01_Cz_0.1_20260216_163324,0.0005251053419104005,6.174043020921514e-05,0.0005380753876527509,5.7716943739602716e-05,0.0005301800695232337,5.830830022386331e-05,0.0004801324770231995,6.365037252066169e-05,,,0.0,True,0.0,0.0,0.0,0.0,0.0
